City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
283,Vao,NC,2021-04-21 17:39:26,-22.6667,167.4833,74.03,71,82,6.64
284,Daru,PG,2021-04-21 17:39:27,-9.0763,143.2092,75.87,83,99,3.96
285,Westport,US,2021-04-21 17:37:19,41.1415,-73.3579,64.0,82,40,10.36
286,Broken Hill,AU,2021-04-21 17:39:28,-31.95,141.4333,50.0,50,48,10.6
287,Coquimbo,CL,2021-04-21 17:39:28,-29.9533,-71.3436,69.8,56,0,12.66
288,Los Llanos De Aridane,ES,2021-04-21 17:39:28,28.6585,-17.9182,71.6,64,75,6.91
289,Coracora,PE,2021-04-21 17:39:29,-15.0333,-73.7833,61.43,54,5,11.34
290,Sabi,GM,2021-04-21 17:39:29,13.2333,-14.2,103.35,10,87,4.38
291,Sambava,MG,2021-04-21 17:39:29,-14.2667,50.1667,76.59,88,100,10.25
292,Bambous Virieux,MU,2021-04-21 17:39:30,-20.3428,57.7575,77.0,88,75,4.61
